,secteur,site,X lambert,Y lambert,debit_prevu,sature,rho,700 MHz,800 MHz,1800 MHz,2100 MHz,2600 MHz,3500 MHz
42,T70737B,T70737,331250,2136350,44.79764939847211,0,0.21024850705623557,4G,4G,4G,4G,4G,5G
43,T70737C,T70737,331250,2136350,28.90421219371588,0,0.1356559449651095,4G,4G,4G,4G,4G,5G
44,T70724A,T70724,330420,2136140,55.67520119168675,0,0.6488951187842279,0,4G,4G,4G,4G,0
45,T70724B,T70724,330420,2136140,39.496401475536786,0,0.4603310195284008,0,4G,4G,4G,4G,0
46,T70724C,T70724,330420,2136140,55.38557555405458,0,0.6455195286020348,0,4G,4G,4G,4G,0
47,T70721A,T70721,334257,2132312,3.7442180815889827,0,0.26183343227894984,0,4G,0,0,0,0
48,T70721B,T70721,334257,2132312,7.229885109655581,0,0.5055863713045861,0,4G,0,0,0,0
49,T70721C,T70721,334257,2132312,1.4806697933321338,0,0.1035433421910583,0,4G,0,0,0,0
50,T78269A,T78269,332350,2134075,95.0110557997152,0,0.44591475008079595,4G,4G,4G,4G,4G,5G
51,T78269B,T78269,332350,2134075,77.41456078712211,0,0.36332923821806035,4G,4G,4G,4G,4G,5G
52,T78269C,T78269,332350,2134075,37.760619255442585,0,0.17722166074737217,4G,4G,4G,4G,4G,5G
53,T78271A,T78271,331270,2134765,100.4019516843881,1,1.1701859170674604,0,4G,4G,4G,4G,5G
54,T78271B,T78271,331270,2134765,85.37815524022918,0,0.9950833944082655,0,4G,4G,4G,4G,5G
55,T78271C,T78271,331270,2134765,187.65629976572365,1,2.1871363609058703,0,4G,4G,4G,4G,5G
56,T70744A,T70744,329300,2132650,164.06999134415722,0,0.770028588464623,4G,4G,4G,4G,4G,5G
57,T70744B,T70744,329300,2132650,119.66005505338154,0,0.561599732732818,4G,4G,4G,4G,4G,5G
58,T70744C,T70744,329300,2132650,44.904565203108014,0,0.21075029428407574,4G,4G,4G,4G,4G,5G
59,T70735A,T70735,326201,2135375,34.04571267450607,0,0.15978651464075688,4G,4G,4G,4G,4G,5G
60,T70735B,T70735,326201,2135375,35.45689711248132,0,0.16640961708584653,4G,4G,4G,4G,4G,5G
61,T70735C,T70735,326201,2135375,51.104708716192924,0,0.23984938619323662,4G,4G,4G,4G,4G,5G
62,T78258A,T78258,330075,2133875,40.290379928102155,0,0.6261131301958377,0,4G,4G,4G,0,5G
63,T78258B,T78258,330075,2133875,160.56223134092906,1,2.495139570177608,0,4G,4G,4G,0,5G
64,T78258C,T78258,330075,2133875,91.4742090094258,1,1.4215106295171067,0,4G,4G,4G,0,5G
65,T70736A,T70736,330516,2134754,27.40549934461602,1,1.9164684856374838,0,4G,0,0,0,5G
66,T70736B,T70736,330516,2134754,58.97395294629929,1,4.124052653587363,0,4G,0,0,0,5G
67,T70736C,T70736,330516,2134754,81.06612692651278,1,5.668959924930963,0,4G,0,0,0,5G
68,T70722A,T70722,330700,2138920,15.051639436156162,0,0.07064175827735562,4G,4G,4G,4G,4G,5G
69,T70722B,T70722,330700,2138920,51.26298992618024,0,0.24059224633303722,4G,4G,4G,4G,4G,5G
70,T70722C,T70722,330700,2138920,61.80401034467178,0,0.290064346668568,4G,4G,4G,4G,4G,5G
71,T70725A,T70725,333055,2136495,70.82641990263012,0,0.8254827494479036,0,4G,4G,4G,4G,0
72,T70725B,T70725,333055,2136495,66.1335982429124,0,0.7707878583090023,0,4G,4G,4G,4G,0
73,T70725C,T70725,333055,2136495,37.6778882343815,0,0.4391362265079429,0,4G,4G,4G,4G,0
74,T78279A,T78279,326299,2136325,7.225795049004671,0,0.5053003530772497,0,4G,0,0,0,0
75,T78279B,T78279,326299,2136325,4.394963799029237,0,0.30734012580624037,0,4G,0,0,0,0
76,T78279C,T78279,326299,2136325,10.731417057163103,0,0.750448745256161,0,4G,0,0,0,0
77,T70731A,T70731,334370,2128940,12.840898973306258,0,0.14966082719471163,0,4G,4G,4G,4G,0
78,T70731B,T70731,334370,2128940,56.41317849345049,0,0.6574962528374183,0,4G,4G,4G,4G,0
79,T70731C,T70731,334370,2128940,56.546928175700444,0,0.6590551069428956,0,4G,4G,4G,4G,0
80,T70743A,T70743,336807,2138015,4.789029771394441,0,0.05581619780180001,0,4G,4G,4G,4G,0
81,T70743B,T70743,336807,2138015,19.39763835871122,0,0.22607970115048043,0,4G,4G,4G,4G,0
82,T70743C,T70743,336807,2138015,15.900029184464543,0,0.1853150254599597,0,4G,4G,4G,4G,0
83,T78273A,T78273,330839,2133352,31.5866518812649,0,0.1482454211351429,4G,4G,4G,4G,4G,5G
84,T78273B,T78273,330839,2133352,99.27562885304287,0,0.46592964215066823,4G,4G,4G,4G,4G,5G
85,T78273C,T78273,330839,2133352,150.15954870574262,0,0.704742801453713,4G,4G,4G,4G,4G,5G
